,cation_exchange_capacity,crop_name,humidity,nitrogen,phosphorus,potassium,rainfall,soil_moisture,soil_ph,temperature,test
1084,32,banana,80.1190228,104.0,73.0,46.0,90.45142867,5.5,6.28236237,29.1400919,test 1
1085,35,banana,83.36307683,102.0,73.0,52.0,90.24211529,5.0,6.356090905,27.9122104,test 1
1086,31,banana,81.53977797,100.0,74.0,52.0,96.47800391,5.5,5.837258235,25.43480512,test 1
1087,30,banana,84.51602322,94.0,89.0,48.0,111.0843029,5.5,5.653437902,28.55980972,test 1
1088,25,banana,82.99556744,99.0,70.0,46.0,100.5123341,6.5,5.727469947,26.59580783,test 1
1089,27,banana,77.3970629,112.0,87.0,48.0,99.46950465,5.0,6.200111068,27.19711623,test 1
1090,28,banana,79.29122198,117.0,82.0,45.0,105.4220251,4.0,5.614471478,25.29391516,test 1
1091,31,banana,76.98740841,96.0,86.0,51.0,91.99964712,5.5,6.257369799,29.90888522,test 1
1092,32,banana,76.63713353,113.0,85.0,45.0,109.0921631,5.5,6.037430836,27.94972463,test 1
1093,33,banana,78.76260938,105.0,93.0,46.0,108.3690513,6.5,5.760457558,25.01018457,test 1
1094,36,banana,84.70189923,85.0,89.0,51.0,108.5501443,4.0,6.158164422,29.21144871,test 1
1095,39,banana,84.54625006,108.0,94.0,47.0,90.81250457,6.0,6.387431383,27.35911627,test 1
1096,7,banana,76.52808057,92.0,81.0,52.0,103.7040783,5.0,5.891413895,28.0106804,test 1
1097,6,banana,82.20793613,110.0,71.0,54.0,94.37987496,5.5,5.725418961,28.67208915,test 1
1098,44,banana,78.4873835,82.0,75.0,55.0,92.15524332,5.5,6.281069505,27.34585147,test 1
1099,42,banana,78.20585613,117.0,81.0,53.0,98.12565829,5.5,5.507641778,29.50704598,test 1
1100,43,mango,47.54885174,2.0,40.0,27.0,90.09586854,5.5,5.954626604,29.73770045,test 1
1101,44,mango,53.72979826,39.0,24.0,31.0,98.67527561,5.5,4.757114897,33.55695561,test 1
1102,42,mango,47.67525434,21.0,26.0,27.0,95.85118326,5.5,5.699586972,27.00315545,test 1
1103,33,mango,45.53556603,25.0,22.0,25.0,95.70525913,5.5,5.977413803,33.56150184,test 1
1104,32,mango,54.25964196,0.0,21.0,32.0,92.19721736,5.5,6.430139436,35.89855625,test 1
1105,35,mango,50.62161586,20.0,19.0,35.0,98.00687989,5.5,6.113935087,34.17719782,test 1
1106,31,mango,53.19212381,19.0,21.0,34.0,97.72843182,5.5,5.074272692,30.01592643,test 1
1107,30,mango,45.16127859,18.0,17.0,31.0,93.75441586,5.0,5.667507706,31.74592134,test 1
1108,25,mango,52.22780489,11.0,36.0,33.0,95.3713484,5.5,5.978634285,35.99009679,test 1
1109,27,mango,52.19331595,30.0,28.0,30.0,98.46768642,5.5,5.064613314,31.86641378,test 1
1110,28,mango,52.34605806,18.0,19.0,27.0,94.11213345,6.5,4.772385986,27.75518664,test 1
1111,31,mango,51.4271781,23.0,23.0,27.0,97.31258083,5.0,5.161148592,34.72413192,test 1
1112,32,mango,53.63549533,37.0,30.0,34.0,99.35408185,4.0,6.797779227,27.53907547,test 1
1113,33,mango,48.5622488,11.0,27.0,30.0,89.85646496,5.5,6.39474303,27.69637763,test 1
1114,36,mango,52.66319725,12.0,19.0,31.0,91.87312479,5.5,5.566704378,27.25373364,test 1
1115,39,mango,48.88704844,3.0,28.0,33.0,94.42850522,6.5,5.755049971,30.33723921,test 1
1116,7,mango,45.53106268,37.0,38.0,32.0,91.55845821,4.0,5.417340525,31.85744939,test 1
1117,6,mango,49.45962621,26.0,37.0,30.0,97.41054011,6.0,6.166173834,35.39986338,test 1
1118,44,mango,52.13797867,14.0,18.0,30.0,95.74606104,5.0,5.191265116,29.80747243,test 1
1119,42,mango,54.16482251,40.0,16.0,35.0,98.33351125,5.5,4.954739564,34.16438906,test 1
1120,43,mango,47.94053996,4.0,20.0,25.0,99.9834242,5.5,5.664587011,28.93270187,test 1
1121,44,mango,53.33018851,36.0,25.0,33.0,99.61465679,5.5,5.548584852,27.98392787,test 1
1122,42,mango,54.49960506,30.0,17.0,31.0,94.62954663,5.5,6.804437106,31.20478173,test 1
1123,33,mango,50.52559148,28.0,37.0,28.0,98.63333684,5.5,6.097869767,32.13409675,test 1
1124,32,mango,48.13974548,38.0,15.0,30.0,97.01331604,5.5,5.075504537,28.91862016,test 1
1125,35,mango,47.41196659,12.0,37.0,30.0,90.28624348,5.5,4.546466109,31.09779147,test 1
1126,31,mango,49.08864345,38.0,19.0,31.0,90.65022183,5.5,5.855119268,34.73823882,test 1
1127,30,mango,49.48613279,8.0,33.0,29.0,91.82271568,5.5,6.442393461,29.98080499,test 1
1128,25,mango,46.12866113,15.0,27.0,28.0,90.82549241,5.5,4.507523551,33.80398664,test 1
1129,27,mango,50.96040505,34.0,16.0,25.0,92.09609766,5.0,6.10729559,30.07202564,test 1
1130,28,mango,51.77965917,11.0,36.0,31.0,100.2585673,5.5,6.47544932,27.92063282,test 1
1131,31,mango,49.21729127,33.0,29.0,34.0,92.99739415,5.5,6.832979509,31.40948821,test 1
1132,32,mango,51.94190321,12.0,31.0,26.0,100.2160615,6.5,5.395275719,35.7877738,test 1
1133,33,mango,45.02236377,12.0,34.0,28.0,98.81596545,5.0,6.13526938,33.36140093,test 1
1134,36,mango,48.69677802,5.0,16.0,31.0,98.00644238,4.0,4.555688532,35.96054636,test 1
1135,39,mango,51.39586505,1.0,30.0,29.0,91.67241761,5.5,6.434197756,28.33333307,test 1
1136,7,mango,50.19368841,16.0,35.0,31.0,95.99487068,5.5,5.316875978,32.27652024,test 1
1137,6,mango,50.84881347,35.0,18.0,26.0,97.38741498,6.5,5.279388967,31.99490489,test 1
1138,44,mango,48.56916221,4.0,40.0,26.0,95.8445641,4.0,6.720041791,27.58258929,test 1
1139,42,mango,45.88744691,9.0,29.0,34.0,100.8124659,6.0,5.72742254,29.38471637,test 1
1140,43,mango,53.2328243,2.0,38.0,33.0,90.21633216,5.0,4.691396195,32.38697531,test 1
1141,44,mango,49.92963856,26.0,32.0,32.0,90.14047759,5.5,6.810186079,30.91471455,test 1
1142,42,mango,45.58110023,34.0,38.0,31.0,97.41586402,5.5,6.454045329,35.37775595,test 1
1143,33,mango,52.5896771,5.0,32.0,33.0,93.36718816,5.5,5.842763773,32.32362177,test 1
1144,32,mango,47.40519056,31.0,29.0,26.0,97.76832322,5.5,5.024124684,28.22373428,test 1
1145,35,mango,47.16808054,34.0,34.0,35.0,95.257992,5.5,6.422710539,27.27433181,test 1
1146,31,mango,50.70880979,36.0,19.0,32.0,92.37238878,5.5,4.94295037,27.10710832,test 1
1147,30,mango,48.75613373,7.0,17.0,26.0,91.63074547,5.5,6.414526606,34.89226666,test 1
1148,25,mango,48.50387598,38.0,15.0,27.0,92.26439205,5.5,6.777788126,33.7462686,test 1
1149,27,mango,54.43945147,5.0,19.0,25.0,96.27792547,5.5,6.441328044,27.3511056,test 1
1150,28,mango,52.61323969,37.0,36.0,26.0,94.49161372,5.5,4.650536197,32.89300162,test 1
1151,31,mango,51.42664176,21.0,31.0,32.0,90.29643888,5.0,5.254532213,35.38598705,test 1
1152,32,mango,47.90859131,37.0,36.0,27.0,90.40332704,5.5,5.910634533,27.5529736,test 1
1153,33,mango,47.45553843,23.0,23.0,30.0,90.89173106,5.5,4.755273631,32.82141065,test 1
1154,36,mango,51.0845903,36.0,26.0,26.0,95.23444287,6.5,6.814630246,30.17294105,test 1
1155,39,mango,54.82257868,24.0,33.0,35.0,100.7586226,5.0,5.342866119,29.26382931,test 1
1156,7,mango,51.08494181,26.0,18.0,30.0,96.59816497,4.0,6.336234624,32.06097197,test 1
1157,6,mango,47.71875722,22.0,17.0,26.0,99.642454,5.5,4.754435025,28.69818144,test 1
1158,44,mango,49.40983294,11.0,34.0,32.0,97.55155537,5.5,6.831706773,29.14305008,test 1
1159,42,mango,53.53903102,29.0,35.0,28.0,90.40260445,6.5,6.967417766,28.3471611,test 1
1160,43,mango,45.41692012,22.0,28.0,26.0,92.84991507,4.0,4.947683034,27.67256197,test 1
1161,44,mango,46.16888595,23.0,24.0,32.0,93.30247448,6.0,5.630619901,28.1218093,test 1
1162,42,mango,46.69536813,1.0,35.0,34.0,92.21318555,5.0,6.27339822,30.79375683,test 1
1163,33,mango,54.80750249,2.0,24.0,34.0,94.76322976,5.5,6.472774648,28.89409382,test 1
1164,32,mango,45.61143594,39.0,37.0,25.0,98.28583013,5.5,6.953246506,33.33024826,test 1
1165,35,mango,53.96886679,15.0,36.0,27.0,91.01152997,5.5,5.643710216,27.78912455,test 1
1166,31,mango,48.20662669,3.0,18.0,31.0,91.09745581,5.5,6.392313973,31.65333432,test 1
1167,30,mango,46.73723302,8.0,38.0,32.0,91.405983,5.5,4.981816523,29.75150773,test 1
1168,25,mango,50.22287593,33.0,31.0,34.0,89.78216168,5.5,5.421265283,31.32995611,test 1
1169,27,mango,48.97047762,14.0,29.0,32.0,97.51952041,5.5,6.942520105,35.63627319,test 1
1170,28,mango,51.98594645,18.0,20.0,26.0,89.98024312,5.5,5.435840509,31.66524687,test 1
1171,31,mango,53.56092806,9.0,21.0,32.0,95.94035356,5.5,5.870116071,32.26935342,test 1
1172,32,mango,51.59445462,20.0,30.0,27.0,95.89898581,5.5,4.74910393,27.81005614,test 1
1173,33,mango,50.34035336,9.0,38.0,25.0,100.3060719,5.0,5.497946899,34.58561471,test 1
1174,36,mango,52.23810152,26.0,24.0,34.0,89.74409017,5.5,6.811291098,31.27180992,test 1
1175,39,mango,52.72170281,31.0,36.0,29.0,97.4611918,5.5,6.460542749,33.93679864,test 1
1176,7,mango,47.02058367,14.0,18.0,35.0,91.46664318,6.5,4.791146778,31.09154239,test 1
1177,6,mango,49.02450149,40.0,16.0,35.0,89.59371481,5.0,6.4841522,31.89356292,test 1
1178,44,mango,50.69693751,28.0,27.0,34.0,95.04871605,4.0,6.526654345,32.45465292,test 1
1179,42,mango,47.97230503,0.0,17.0,30.0,97.79072474,5.5,6.279133738,35.47478322,test 1
1180,43,mango,49.30347234,1.0,29.0,29.0,93.53197359,5.5,6.052026047,27.32961444,test 1
1181,44,mango,49.95955487,2.0,36.0,31.0,91.77522598,6.5,5.73171945,30.90225239,test 1
1182,42,mango,45.5661059,12.0,27.0,26.0,96.23520043,4.0,5.32307197,29.09382275,test 1
1183,33,mango,46.78393776,7.0,28.0,35.0,96.63721027,6.0,4.66910839,30.02086169,test 1
1184,32,mango,51.25786185,0.0,36.0,26.0,96.38808001,5.0,5.101206389,34.13072188,test 1
1185,35,mango,53.05980465,26.0,35.0,31.0,98.05089394,5.5,5.339556562,33.44619894,test 1
1186,31,mango,52.48823147,27.0,21.0,30.0,91.22881052,5.5,5.061081874,35.3915464,test 1
1187,30,mango,53.06009323,22.0,38.0,31.0,98.57025046,5.5,5.821106036,31.53356352,test 1
1188,25,mango,47.93791463,22.0,18.0,31.0,90.38503469,5.5,5.956027059,30.7645515,test 1
1189,27,mango,50.0983181,28.0,23.0,28.0,96.08745082,5.5,5.676032581,30.01821337,test 1
1190,28,mango,47.59319575,7.0,31.0,27.0,94.67344737,5.5,6.524114355,31.32863689,test 1
1191,31,mango,54.39416048,29.0,34.0,26.0,89.29147581,5.5,6.273953676,33.88004781,test 1
1192,32,mango,54.9640534,8.0,37.0,33.0,97.45373619,5.5,6.128167757,28.07802689,test 1
1193,33,mango,52.94641947,39.0,16.0,27.0,91.54560427,5.5,4.934964765,35.53845018,test 1
1194,36,mango,50.44030129,40.0,24.0,25.0,95.8946444,5.5,5.445008416,28.70595247,test 1
1195,39,mango,48.77926304,19.0,38.0,26.0,93.17221967,5.0,4.525722333,31.48451729,test 1
1196,7,mango,51.41593238,21.0,21.0,30.0,100.7720705,5.5,5.403908328,27.69819273,test 1
1197,6,mango,52.48100602,22.0,18.0,33.0,93.92375879,5.5,6.621623545,30.41235793,test 1
1198,44,mango,54.01352682,31.0,20.0,30.0,91.88766069,6.5,6.207495815,32.17752026,test 1
1199,42,mango,47.74916499,18.0,26.0,31.0,91.10190759,5.0,5.418475257,32.6112614,test 1
1200,43,grapes,81.54156612,24.0,130.0,195.0,67.12534492,4.0,6.112305667,29.99677232,test 1
1201,44,grapes,82.42614055,13.0,144.0,204.0,68.38135469,5.5,6.092241627,30.7280404,test 1
1202,42,grapes,83.88504863,22.0,123.0,205.0,68.73932528,5.5,5.896343436,32.44577836,test 1
1203,33,grapes,80.65968681,36.0,125.0,196.0,66.83872293,6.5,6.15526103,37.46566825,test 1
1204,32,grapes,83.74372787,24.0,131.0,196.0,65.34440794,4.0,5.732453638,22.03296178,test 1
1205,35,grapes,82.21079946,2.0,123.0,198.0,70.39906054,6.0,6.253034534,39.64851881,test 1
1206,31,grapes,82.75241875,35.0,140.0,197.0,66.76285469,5.0,6.106190557,16.77557314,test 1
1207,30,grapes,83.56812483,11.0,122.0,195.0,69.63122027,5.5,5.647202395,12.14190714,test 1
1208,25,grapes,81.62497448,6.0,123.0,203.0,66.77844567,5.5,6.130310493,12.7567962,test 1
1209,27,grapes,80.18393287,17.0,134.0,204.0,73.88467027,5.5,6.499604931,39.04071989,test 1
1210,28,grapes,82.68593454,25.0,130.0,197.0,74.91506217,5.5,5.554831977,39.70772192,test 1
1211,31,grapes,82.29335466,27.0,145.0,205.0,66.02765219,5.5,5.800242694,9.467960445,test 1
1212,32,grapes,80.91934392,9.0,122.0,201.0,68.06417307,5.5,5.570290539,29.58748357,test 1
1213,33,grapes,80.96093443,16.0,139.0,203.0,65.84748763,5.5,6.27564088,17.82803682,test 1
1214,36,grapes,82.89753705,32.0,141.0,204.0,67.235765,5.5,5.536645599,8.825674745,test 1
1215,39,grapes,83.51444973,22.0,138.0,195.0,73.02882766,5.5,6.208196881,27.83487131,test 1
1216,7,grapes,80.55557235,31.0,144.0,202.0,68.23963161,5.5,5.870600622,11.02105378,test 1
1217,6,grapes,80.84806564,3.0,136.0,205.0,71.4065452,5.0,6.334771461,17.5862944,test 1
1218,44,grapes,82.73366439,28.0,122.0,197.0,69.66256816,5.5,5.856575335,19.89363946,test 1
1219,42,grapes,81.77713468,4.0,136.0,204.0,65.52279323,5.5,5.898944282,29.93707596,test 1
1220,43,grapes,80.58931938,39.0,145.0,201.0,72.24230804,6.5,5.775600435,36.73126647,test 1
1221,44,grapes,81.54185044,38.0,132.0,197.0,66.93065667,5.0,5.931101816,20.42094753,test 1
1222,42,grapes,83.98351748,36.0,133.0,198.0,69.17281221,4.0,6.2286454,25.51939719,test 1
1223,33,grapes,82.71775569,25.0,121.0,201.0,70.08200379,5.5,5.594240603,30.50734778,test 1
1224,32,grapes,80.55625868,15.0,125.0,199.0,69.75734306,5.5,5.569230319,18.4269936,test 1
1225,35,grapes,83.59398734,24.0,140.0,205.0,68.66813363,6.5,5.93202852,12.087022,test 1
1226,31,grapes,82.48336987,13.0,132.0,203.0,73.23901752,4.0,6.423216506,23.60115364,test 1
1227,30,grapes,81.20876367,5.0,126.0,197.0,67.10439401,6.0,6.417500829,12.80000387,test 1
1228,25,grapes,82.24729637,30.0,120.0,200.0,65.70148216,5.0,6.234904253,38.06099482,test 1
1229,27,grapes,82.03812973,23.0,142.0,197.0,69.30772897,5.5,6.000573725,39.06555518,test 1
1230,28,grapes,81.16314317,26.0,135.0,203.0,74.53557341,5.5,5.685102769,33.78372897,test 1
1231,31,grapes,82.00335557,7.0,126.0,203.0,73.28712806,5.5,5.662140095,16.76201707,test 1
1232,32,grapes,82.66850729,32.0,139.0,198.0,66.53946559,5.5,6.358186848,35.89307536,test 1
1233,33,grapes,81.17931863,9.0,141.0,202.0,66.38448261,5.5,6.119495295,21.01245395,test 1
1234,36,grapes,80.01639435,20.0,142.0,196.0,68.69420397,5.5,6.207600783,10.89875873,test 1
1235,39,grapes,83.00471609,32.0,129.0,201.0,71.55665483,5.5,6.48754639,16.36251869,test 1
1236,7,grapes,81.32235739,3.0,134.0,199.0,71.06611222,5.5,5.81717753,20.28370163,test 1
1237,6,grapes,83.25447587,38.0,138.0,204.0,73.01026829,5.5,6.325480034,25.11108456,test 1
1238,44,grapes,83.86742974,14.0,131.0,198.0,67.92204319,5.5,5.562790949,33.4641162,test 1
1239,42,grapes,80.86325389,20.0,122.0,204.0,65.06962486,5.0,6.487369687,11.7976469,test 1
1240,43,grapes,80.03100049,40.0,126.0,201.0,71.18289431,5.5,6.116982944,11.36300891,test 1
1241,44,grapes,80.68700527,36.0,128.0,204.0,67.03840888,5.5,5.695792761,25.23542319,test 1
1242,42,grapes,81.23966573,11.0,132.0,197.0,74.40198861,6.5,5.734317007,15.99050693,test 1
1243,33,grapes,80.18612085,0.0,137.0,195.0,65.3973168,5.0,6.329499832,22.4359017,test 1
1244,32,grapes,81.03544763,19.0,123.0,200.0,65.70430027,4.0,6.167013532,34.76086052,test 1
1245,35,grapes,83.34010951,31.0,136.0,197.0,71.43001582,5.5,5.653776058,31.11047251,test 1
1246,31,grapes,80.95628959,4.0,134.0,200.0,73.34232097,5.5,5.840256272,28.57828803,test 1
1247,30,grapes,81.01783402,39.0,139.0,201.0,68.68895899,6.5,5.539980812,41.18664903,test 1
1248,25,grapes,83.17093908,8.0,127.0,196.0,70.95666003,4.0,5.833302165,27.02766138,test 1
1249,27,grapes,82.33098331,39.0,138.0,203.0,74.62834921,6.0,6.399433771,21.19339319,test 1
1250,28,grapes,83.44518113,32.0,120.0,204.0,67.3917379,5.0,6.138958698,10.38004759,test 1
1251,31,grapes,82.56407013,12.0,142.0,203.0,65.01095312,5.5,5.972850838,31.3115978,test 1
1252,32,grapes,80.97598029,8.0,133.0,195.0,71.29813872,5.5,6.456079585,20.46657776,test 1
1253,33,grapes,81.53996362,8.0,139.0,199.0,66.13442813,5.5,6.336426667,29.36947679,test 1
1254,36,grapes,80.02130636,21.0,134.0,202.0,65.2982112,5.5,6.425419926,10.72302459,test 1
1255,39,grapes,80.49979873,40.0,140.0,195.0,71.63437433,5.5,6.294395676,14.97846952,test 1
1256,7,grapes,81.67215994,39.0,127.0,202.0,71.60102999,5.5,6.477768039,15.3246651,test 1
1257,6,grapes,81.12109244,19.0,120.0,195.0,73.55807954,5.5,5.931538447,18.73932187,test 1
1258,44,grapes,83.36094029,21.0,139.0,201.0,67.15094741,5.5,5.980598579,19.3642553,test 1
1259,42,grapes,81.61051026,17.0,136.0,195.0,65.90227462,5.5,6.389783283,41.20733624,test 1
1260,43,grapes,82.51034633,33.0,139.0,203.0,70.68098614,5.5,5.693287415,33.34214482,test 1
1261,44,grapes,80.12211649,22.0,133.0,201.0,67.2739864,5.0,6.00299607,23.81995682,test 1
1262,42,grapes,81.24995984,32.0,130.0,196.0,74.03030056,5.5,6.372959542,40.66012294,test 1
1263,33,grapes,80.2827185,37.0,135.0,205.0,74.10225057,5.5,5.510924849,11.82768186,test 1
1264,32,grapes,83.54193816,15.0,140.0,195.0,65.80006004,6.5,5.69945282,13.28504331,test 1
1265,35,grapes,83.32560104,39.0,132.0,196.0,73.67984885,5.0,5.778594403,35.83089092,test 1
1266,31,grapes,81.03886263,40.0,121.0,199.0,66.05911698,4.0,6.315586313,26.18159716,test 1
1267,30,grapes,80.70695797,40.0,132.0,202.0,69.706113,5.5,5.971813006,24.57558351,test 1
1268,25,grapes,83.71498986,29.0,142.0,203.0,66.48490371,5.5,5.891195653,29.67229086,test 1
1269,27,grapes,81.25353895,32.0,121.0,199.0,74.08101744,6.5,6.129812716,39.37102553,test 1
1270,28,grapes,82.92903419,6.0,140.0,205.0,69.8671263,4.0,6.313085601,17.66558428,test 1
1271,31,grapes,82.66396666,8.0,120.0,196.0,69.81855775,6.0,6.053662544,24.06679352,test 1
1272,32,grapes,80.09711412,34.0,133.0,202.0,74.82144653,5.0,5.804799142,15.31413469,test 1
1273,33,grapes,80.54942557,35.0,135.0,199.0,69.39630398,5.5,6.400719746,21.77466746,test 1
1274,36,grapes,80.76838926,16.0,145.0,199.0,69.30927185,5.5,5.953966361,26.91624843,test 1
1275,39,grapes,82.22118237,8.0,136.0,201.0,74.19664838,5.5,5.609255992,41.65602996,test 1
1276,7,grapes,81.17712085,25.0,129.0,195.0,72.37127689,5.5,5.777271492,17.98667801,test 1
1277,6,grapes,82.79092939,16.0,130.0,201.0,68.8503047,5.5,5.682395429,29.12033769,test 1
1278,44,grapes,83.18392806,39.0,129.0,203.0,71.03001556,5.5,5.863996687,34.38922481,test 1
1279,42,grapes,82.79782954,38.0,135.0,203.0,69.92107482,5.5,6.444373116,41.36106301,test 1
1280,43,grapes,82.26890793,33.0,120.0,205.0,69.71518491,5.5,5.550832178,35.12158265,test 1
1281,44,grapes,80.15215777,35.0,125.0,204.0,73.69529586,5.5,6.107741788,19.6491772,test 1
1282,42,grapes,82.94270065,1.0,132.0,200.0,66.57462809,5.5,5.620745638,16.27852801,test 1
1283,33,grapes,80.63399198,39.0,140.0,203.0,69.27779761,5.0,6.349875906,21.11903604,test 1
1284,32,grapes,82.9042841,28.0,145.0,202.0,66.83113717,5.5,6.484323189,19.2077707,test 1
1285,35,grapes,82.57813624,6.0,128.0,200.0,70.31782647,5.5,5.838748311,25.96308415,test 1
1286,31,grapes,81.6212135,6.0,139.0,199.0,74.10919422,6.5,6.29099842,25.67385024,test 1
1287,30,grapes,81.15595212,29.0,122.0,196.0,73.06862952,5.0,5.638328481,41.94865736,test 1
1288,25,grapes,80.8084305,37.0,144.0,197.0,66.34234944,4.0,6.415555956,11.18994268,test 1
1289,27,grapes,82.94703302,38.0,120.0,197.0,73.77063744,5.5,6.323722572,17.5438296,test 1
1290,28,grapes,80.28297993,38.0,141.0,198.0,70.75633584,5.5,5.757009965,13.05809741,test 1
1291,31,grapes,83.74765639,14.0,121.0,203.0,74.46411148,6.5,6.158689406,9.724457611,test 1
1292,32,grapes,82.93262435,6.0,125.0,204.0,69.92092839,4.0,5.733539807,27.92004934,test 1
1293,33,grapes,80.73112694,32.0,138.0,197.0,69.44115171,6.0,5.908724337,9.535585543,test 1
1294,36,grapes,80.06633966,11.0,124.0,204.0,71.40043037,5.0,6.361141107,13.42988625,test 1
1295,39,grapes,80.22631717,23.0,138.0,200.0,68.42802444,5.5,5.96537863,9.851242629,test 1
1296,7,grapes,82.72828653,40.0,143.0,201.0,66.70016285,5.5,6.476757723,24.97256132,test 1
1297,6,grapes,82.94573346,6.0,142.0,202.0,70.42508897,5.5,6.224542938,27.23708304,test 1
1298,44,grapes,83.4795292,37.0,124.0,195.0,66.5964488,5.5,6.209928251,18.70679077,test 1
1299,42,grapes,82.55138983,35.0,134.0,204.0,66.00817551,5.5,5.841138354,9.949929082,test 1
1300,43,watermelon,80.92254421,119.0,25.0,51.0,53.65742581,5.5,6.283818329,26.47330219,test 1
1301,44,watermelon,83.44621709,119.0,19.0,55.0,46.87420883,5.5,6.818261383,25.18780042,test 1
1302,42,watermelon,81.77527562,105.0,30.0,50.0,57.04147057,5.5,6.37620108,25.29954705,test 1
1303,33,watermelon,88.30866319,114.0,8.0,50.0,57.95826144,5.5,6.581587932,24.74631269,test 1
1304,32,watermelon,81.32563243,93.0,22.0,52.0,41.87540028,5.5,6.932739726,26.58740671,test 1
1305,35,watermelon,88.989272,80.0,26.0,55.0,49.11618732,5.0,6.140099215,24.53442564,test 1
1306,31,watermelon,88.7285657,85.0,27.0,45.0,57.79652846,5.5,6.467095849,26.0713757,test 1
1307,30,watermelon,89.77076659,85.0,22.0,53.0,59.46338556,5.5,6.849471704,25.96534238,test 1
1308,25,watermelon,85.34866045,82.0,22.0,45.0,54.60159289,6.5,6.512196212,26.22338015,test 1
1309,27,watermelon,89.81574032,118.0,13.0,54.0,44.07843475,5.0,6.039584629,24.41311871,test 1
1310,28,watermelon,80.04678201,83.0,25.0,53.0,57.72799157,4.0,6.057697106,26.49195283,test 1
1311,31,watermelon,84.18406764,86.0,15.0,47.0,53.78929956,5.5,6.423898762,24.04355803,test 1
1312,32,watermelon,83.31883376,101.0,10.0,47.0,57.57343233,5.5,6.936997681,25.5421695,test 1
1313,33,watermelon,83.9195902,119.0,9.0,50.0,40.794305,6.5,6.251286661,26.74550678,test 1
1314,36,watermelon,80.22972777,104.0,17.0,46.0,43.08961827,4.0,6.190015912,25.7131428,test 1
1315,39,watermelon,84.1726996,95.0,12.0,51.0,44.22066914,6.0,6.681606702,25.76484262,test 1
1316,7,watermelon,89.64815231,102.0,14.0,52.0,57.74091817,5.0,6.51075991,26.79489868,test 1
1317,6,watermelon,89.73524177,109.0,21.0,55.0,57.44942094,5.5,6.770278088,24.9004602,test 1
1318,44,watermelon,88.22874955,81.0,18.0,50.0,58.79889057,5.5,6.429788073,26.80750629,test 1
1319,42,watermelon,80.02621335,103.0,17.0,51.0,44.20656987,5.5,6.209888345,25.11189154,test 1
1320,43,watermelon,87.6883982,105.0,14.0,50.0,59.65590798,5.5,6.419052193,26.2148837,test 1
1321,44,watermelon,86.97190046,97.0,8.0,52.0,49.48575692,5.5,6.237861736,24.9103226,test 1
1322,42,watermelon,84.26830701,120.0,19.0,49.0,56.45229202,5.5,6.762471629,25.79448878,test 1
1323,33,watermelon,87.55055105,95.0,16.0,55.0,40.12650421,5.5,6.612847999,25.26931156,test 1
1324,32,watermelon,87.5931128,83.0,29.0,52.0,46.05122728,5.5,6.704688865,25.76402693,test 1
1325,35,watermelon,89.13163965,83.0,9.0,45.0,46.85176955,5.5,6.049609892,25.85483596,test 1
1326,31,watermelon,81.44030363,91.0,21.0,50.0,48.32113628,5.5,6.762030215,24.33528185,test 1
1327,30,watermelon,80.99313508,116.0,5.0,54.0,57.23028471,5.0,6.65398725,25.37601283,test 1
1328,25,watermelon,85.05318563,112.0,28.0,54.0,55.29563514,5.5,6.738030547,24.86094646,test 1
1329,27,watermelon,88.94568335,88.0,29.0,51.0,48.45978627,5.5,6.095689937,24.71885473,test 1
1330,28,watermelon,84.20576992,118.0,15.0,45.0,48.01138482,6.5,6.538006356,24.21495706,test 1
1331,31,watermelon,82.043255,92.0,21.0,48.0,54.82963379,5.0,6.377427122,25.81692236,test 1
1332,32,watermelon,84.16390229,106.0,14.0,45.0,57.26773002,4.0,6.417011754,24.47018505,test 1
1333,33,watermelon,84.84494575,99.0,5.0,47.0,51.19470197,5.5,6.649086972,24.13078816,test 1
1334,36,watermelon,86.52258079,98.0,8.0,51.0,49.43050977,5.5,6.25933595,26.1793464,test 1
1335,39,watermelon,86.7295205,108.0,22.0,46.0,53.33484977,6.5,6.121168559,26.17668721,test 1
1336,7,watermelon,84.6378378,119.0,7.0,55.0,44.3993381,4.0,6.031424482,26.03867719,test 1
1337,6,watermelon,82.39053979,117.0,27.0,48.0,54.30660782,6.0,6.835268184,26.53259325,test 1
1338,44,watermelon,87.8274604,109.0,10.0,53.0,46.06193778,5.0,6.551750306,26.81938687,test 1
1339,42,watermelon,81.40297428,80.0,16.0,46.0,48.47833278,5.5,6.940236218,25.50405534,test 1
1340,43,watermelon,80.38266489,100.0,18.0,52.0,56.47941847,5.5,6.87606733,26.20234499,test 1
1341,44,watermelon,89.28272716,91.0,7.0,53.0,43.52897517,5.5,6.457216535,25.13735887,test 1
1342,42,watermelon,83.47202566,86.0,6.0,53.0,42.10681516,5.5,6.921847888,25.92030221,test 1
1343,33,watermelon,89.98405233,107.0,5.0,52.0,57.40847165,5.5,6.881425746,26.6634609,test 1
1344,32,watermelon,81.64075303,103.0,16.0,49.0,51.75212401,5.5,6.915717008,24.06731461,test 1
1345,35,watermelon,82.75411437,101.0,20.0,48.0,57.05709413,5.5,6.206247494,24.6774157,test 1
1346,31,watermelon,87.64081095,85.0,25.0,47.0,58.48160844,5.5,6.29542477,26.11440416,test 1
1347,30,watermelon,87.65694462,84.0,7.0,51.0,55.74073582,5.5,6.399669044,26.81530456,test 1
